Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;07;1,24082;2;9;Odd;Right;Right;0,993326
2;07;0,6589433;2;8;Even;Left;Left;0,6478258
3;07;1,082974;2;1;Odd;Right;Right;1,071887
4;07;0,7254373;2;3;Odd;Right;Right;0,6477075
5;07;0,7734707;2;7;Odd;Right;Right;0,7511584
6;07;0,81503;2;6;Even;Left;Left;0,5580094
7;07;1,798178;2;4;Even;Left;Left;1,440693
8;07;0,881968;2;2;Even;Left;Left;0,6038522
10;07;0,7161478;2;7;Odd;Right;Right;0,515384
11;07;0,8145493;2;2;Even;Left;Left;0,7137042
12;07;0,8599471;2;4;Even;Left;Left;0,6254681
13;07;0,7819723;2;6;Even;Left;Left;0,4022618
14;07;0,6816468;2;3;Odd;Right;Right;0,3798049
15;07;0,6922762;2;8;Even;Left;Left;0,5584587
16;07;1,217392;2;1;Odd;Right;Right;0,8823991
17;07;0,9501649;2;9;Odd;Right;Right;0,3367853
19;07;1,798794;2;2;Even;Left;Left;0,3801351
20;07;1,015965;2;3;Odd;Right;Right;0,2809995
21;07;0,8158742;2;4;Even;Left;Left;0,4481771
22;07;0,634912;2;9;Odd;Right;Right;0,4356274
23;07;0,4804586;2;1;Odd;Right;Left;0,4243112
24;07;0,565945;2;6;Even;Left;Left;0,3808692
25;07;1,541121;2;8;Even;Left;Left;1,485434
26;07;0,8369884;2;7;Odd;Right;Right;0,5586284
28;07;0,6816612;2;2;Even;Left;Left;0,4691059
29;07;0,6702291;2;1;Odd;Right;Right;0,5585417
30;07;0,5241525;2;9;Odd;Right;Left;0,4244644
31;07;0,8380076;2;4;Even;Left;Left;0,256372
32;07;1,395673;2;8;Even;Left;Left;1,083658
33;07;0,6915237;2;3;Odd;Right;Right;0,5576987
34;07;1,284048;2;6;Even;Left;Left;1,149319
35;07;0,6588843;2;7;Odd;Right;Right;0,5027343
37;07;0,7946309;2;3;Odd;Right;Right;0,6153922
38;07;0,5917781;2;4;Even;Left;Left;0,4359004
39;07;0,8726866;2;7;Odd;Right;Right;0,7382451
40;07;0,7377949;2;1;Odd;Right;Right;0,5814071
41;07;0,5918843;2;8;Even;Left;Left;0,5020638
42;07;1,754977;2;9;Odd;Right;Right;1,598069
43;07;0,7931666;2;6;Even;Left;Left;0,458002
44;07;0,7707987;2;2;Even;Left;Left;0,4124623
46;07;0,6574892;2;7;Odd;Right;Right;0,5138651
47;07;0,5980038;2;8;Even;Left;Left;0,4757028
48;07;0,6597014;2;1;Odd;Right;Right;0,6035143
49;07;0,8129199;2;3;Odd;Right;Right;0,6454557
50;07;0,5586469;2;6;Even;Left;Left;0,4807108
51;07;0,7919465;2;2;Even;Left;Left;0,6573405
52;07;0,6040127;2;9;Odd;Right;Right;0,4812222
53;07;0,7815248;2;4;Even;Left;Left;0,6590559
55;07;0,6007559;2;1;Odd;Right;Right;0,5674657
56;07;0,5133892;2;6;Even;Left;Left;0,4800068
57;07;0,7366992;2;4;Even;Left;Left;0,648228
58;07;0,5920275;2;3;Odd;Right;Right;0,4348599
59;07;0,7370559;2;2;Even;Left;Left;0,5132164
60;07;0,6144556;2;7;Odd;Right;Right;0,5588239
61;07;0,5916454;2;8;Even;Left;Left;0,51332
62;07;1,105883;2;9;Odd;Right;Right;1,016223
64;07;0,6358889;2;8;Even;Left;Left;0,6027775
65;07;0,7709565;2;6;Even;Left;Left;0,6932063
66;07;0,6581531;2;4;Even;Left;Left;0,5356324
67;07;0,6796191;2;1;Odd;Right;Right;0,6692796
68;07;0,5815144;2;9;Odd;Right;Left;0,4249867
69;07;1,038496;2;3;Odd;Right;Right;0,8931745
70;07;0,5580392;2;2;Even;Left;Left;0,4570296
71;07;0,7372535;2;7;Odd;Right;Right;0,6367635
73;07;0,6023265;2;3;Odd;Right;Left;0,4464159
74;07;0,7596743;2;1;Odd;Right;Right;0,4808794
75;07;0,5815142;2;6;Even;Left;Left;0,3583584
76;07;0,6588127;2;4;Even;Left;Left;0,547029
77;07;0,7240508;2;9;Odd;Right;Right;0,5672606
78;07;0,9032815;2;8;Even;Left;Left;0,6810255
79;07;0,8754218;2;2;Even;Left;Left;0,715982
80;07;0,6144639;2;7;Odd;Right;Right;0,4575584
82;07;1,295854;2;3;Odd;Right;Right;1,117245
83;07;0,6572824;2;1;Odd;Right;Right;0,5136992
84;07;0,6145471;2;2;Even;Left;Left;0,5173125
85;07;0,7150647;2;8;Even;Left;Left;0,5922272
86;07;0,6255846;2;4;Even;Left;Left;0,502817
87;07;0,6813167;2;6;Even;Left;Left;0,5365416
88;07;0,7501301;2;7;Odd;Right;Right;0,6035355
89;07;0,7695755;2;9;Odd;Right;Left;0,5563627
91;07;0,8834921;2;3;Odd;Right;Right;0,7156612
92;07;0,6701498;2;1;Odd;Right;Right;0,5360546
93;07;0,6142154;2;2;Even;Left;Left;0,4354064
94;07;0,5994564;2;6;Even;Left;Left;0,5874215
95;07;0,7929904;2;7;Odd;Right;Right;0,6592987
96;07;0,6591393;2;4;Even;Left;Left;0,3571124
97;07;0,6807076;2;8;Even;Left;Left;0,5242295
98;07;0,6813477;2;9;Odd;Right;Right;0,5425004
100;07;0,6593889;2;3;Odd;Right;Right;0,5476516
101;07;0,6356908;2;4;Even;Left;Left;0,4803714
102;07;0,7146875;2;9;Odd;Right;Right;0,7027549
103;07;0,7601059;2;8;Even;Left;Left;0,6260122
104;07;0,715025;2;1;Odd;Right;Right;0,7032119
105;07;0,8826209;2;7;Odd;Right;Right;0,7466943
106;07;0,5747558;2;6;Even;Left;Left;0,4849946
107;07;1,038793;2;2;Even;Left;Left;0,9272864
109;07;0,717197;2;3;Odd;Right;Right;0,5045224
110;07;0,7223716;2;4;Even;Left;Left;0,4463043
111;07;0,7484931;2;7;Odd;Right;Right;0,6815402
112;07;0,7928074;2;2;Even;Left;Left;0,6367164
113;07;0,7144744;2;1;Odd;Right;Right;0,6031151
114;07;0,6590095;2;8;Even;Left;Left;0,5027841
115;07;0,8743417;2;6;Even;Left;Left;0,7620276
116;07;0,7034618;2;9;Odd;Right;Right;0,5462455
118;07;0,904375;2;2;Even;Left;Left;0,7261368
119;07;0,7480444;2;8;Even;Left;Left;0,5794852
120;07;0,6600618;2;1;Odd;Right;Right;0,5030654
121;07;0,81594;2;3;Odd;Right;Right;0,7045434
122;07;0,7918499;2;9;Odd;Right;Right;0,7142074
123;07;0,7685407;2;7;Odd;Right;Right;0,6151743
124;07;0,6341268;2;4;Even;Left;Left;0,5148056
125;07;0,7386018;2;6;Even;Left;Left;0,7277163
127;07;0,7296605;2;4;Even;Left;Left;0,6063306
128;07;0,7040501;2;7;Odd;Right;Right;0,557789
129;07;1,072583;2;2;Even;Left;Left;0,8944587
130;07;0,7022189;2;3;Odd;Right;Right;0,5789945
131;07;0,6556198;2;6;Even;Left;Left;0,5326877
132;07;0,6808017;2;8;Even;Left;Left;0,4567087
133;07;0,6589608;2;1;Odd;Right;Right;0,5362269
134;07;0,8378125;2;9;Odd;Right;Right;0,64795

