Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;19;1,306797;1;6;Even;Right;Right;0,3915995
2;19;0,8014231;1;9;Odd;Left;Left;0,3668279
3;19;1,385913;1;3;Odd;Left;Left;0,4130765
4;19;1,005084;1;1;Odd;Left;Left;0,3453034
5;19;2,065881;1;2;Even;Right;Right;1,441082
6;19;1,173532;1;8;Even;Right;Right;0,4584802
7;19;1,173303;1;7;Odd;Left;Left;0,4029437
8;19;1,897374;1;4;Even;Right;Right;1,28391
10;19;1,25115;1;1;Odd;Left;Left;0,3798101
11;19;2,401674;1;4;Even;Right;Right;2,390567
12;19;4,619491;1;7;Odd;Left;Left;3,738065
13;19;1,095204;1;9;Odd;Left;Left;0,3126063
14;19;2,10018;1;2;Even;Right;Right;1,362448
15;19;1,060944;1;3;Odd;Left;Left;0,4050164
16;19;1,284452;1;6;Even;Right;Right;0,4464878
17;19;1,653179;1;8;Even;Right;Right;0,7038756
19;19;0,9614913;1;9;Odd;Left;Left;0,3381972
20;19;1,016284;1;7;Odd;Left;Left;0,3807997
21;19;2,25656;1;8;Even;Right;Right;1,519242
22;19;7,394602;1;3;Odd;Left;Left;0,4574227
23;19;1,262962;1;4;Even;Right;Right;0,4023837
24;19;1,182324;1;6;Even;Right;Right;0,4248121
25;19;1,151141;1;2;Even;Right;Right;0,4368523
26;19;1,441746;1;1;Odd;Left;Left;0,4574919
28;19;1,273536;1;4;Even;Right;Right;0,4470552
29;19;1,038314;1;1;Odd;Left;Left;0,3126263
30;19;1,339852;1;3;Odd;Left;Left;0,3227872
31;19;1,094935;1;2;Even;Right;Right;0,3921107
32;19;3,562945;1;6;Even;Right;Right;3,03921
33;19;1,027379;1;7;Odd;Left;Left;0,3033448
34;19;0,858812;1;9;Odd;Left;Left;0,3116482
35;19;1,050597;1;8;Even;Right;Right;0,3201346
37;19;1,071371;1;4;Even;Right;Right;0,3356926
38;19;1,273524;1;2;Even;Right;Right;0,3792145
39;19;1,283819;1;3;Odd;Left;Left;0,2895327
40;19;1,418918;1;6;Even;Right;Right;0,3461654
41;19;1,061263;1;8;Even;Right;Right;0,3458797
42;19;1,062696;1;1;Odd;Left;Left;0,3467867
