Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;09;0,9216853;1;9;Odd;Left;Left;0,8105924
2;09;0,8404384;1;3;Odd;Left;Left;0,817691
3;09;1,740438;1;1;Odd;Left;Left;1,729375
4;09;1,071536;1;6;Even;Right;Right;1,059837
5;09;1,394244;1;8;Even;Right;Right;1,382301
6;09;1,049069;1;4;Even;Right;Right;1,03904
7;09;0,8748131;1;7;Odd;Left;Left;0,3365895
8;09;1,797051;1;2;Even;Right;Right;1,785931
10;09;2,18932;1;7;Odd;Left;Left;2,130526
11;09;0,9157456;1;2;Even;Right;Right;0,9034564
12;09;0,8969566;1;6;Even;Right;Right;0,7055182
13;09;1,252555;1;9;Odd;Left;Left;1,241559
14;09;0,8501896;1;8;Even;Right;Right;0,8394362
15;09;1,165067;1;4;Even;Right;Right;1,075552
16;09;0,8859393;1;1;Odd;Left;Left;0,8298584
17;09;0,8627139;1;3;Odd;Left;Left;0,8512937
19;09;0,8333829;1;8;Even;Right;Right;0,822015
20;09;0,9573448;1;6;Even;Right;Right;0,2884338
21;09;0,8504822;1;4;Even;Right;Right;0,6595399
22;09;0,8391011;1;9;Odd;Left;Left;0,8051552
23;09;0,8634764;1;2;Even;Right;Right;0,8510922
24;09;0,9261842;1;3;Odd;Left;Left;0,3466991
25;09;2,255946;1;1;Odd;Left;Left;2,245372
26;09;0,9574764;1;7;Odd;Left;Left;0,9463155
28;09;0,9078676;1;9;Odd;Left;Left;0,8971862
29;09;0,9721547;1;3;Odd;Left;Left;0,9609157
30;09;0,8591308;1;1;Odd;Left;Left;0,8485228
31;09;0,8148393;1;2;Even;Right;Right;0,8031431
32;09;2,154681;1;8;Even;Right;Right;1,921614
33;09;0,904442;1;7;Odd;Left;Left;0,6230941
34;09;2,291106;1;4;Even;Right;Right;2,254592
35;09;1,049748;1;6;Even;Right;Right;0,7334652
37;09;1,004346;1;1;Odd;Left;Left;0,8281235
38;09;0,9167449;1;9;Odd;Left;Left;0,9055306
39;09;1,19303;1;6;Even;Right;Right;1,159538
40;09;0,7958778;1;3;Odd;Left;Left;0,6187331
41;09;1,216437;1;2;Even;Right;Right;1,038645
42;09;1,005615;1;7;Odd;Left;Left;0,9388973
43;09;0,8628045;1;4;Even;Right;Right;0,5418821
44;09;0,8506023;1;8;Even;Right;Right;0,8171288
46;09;0,9047189;1;3;Odd;Left;Left;0,3137308
47;09;0,9122961;1;8;Even;Right;Right;0,8105723
48;09;0,8747529;1;1;Odd;Left;Left;0,852272
49;09;0,7257009;1;2;Even;Right;Right;0,7142439
50;09;0,8969468;1;6;Even;Right;Right;0,8856654
51;09;0,9491328;1;9;Odd;Left;Left;0,9379877
52;09;5,304178;1;4;Even;Right;Right;5,292937
53;09;1,016816;1;7;Odd;Left;Left;1,006138
55;09;1,058077;1;4;Even;Right;Right;1,047211
56;09;0,8369096;1;1;Odd;Left;Left;0,6190093
57;09;0,8458177;1;6;Even;Right;Right;0,8366726
58;09;1,061651;1;3;Odd;Left;Left;0,8605905
59;09;2,176255;1;7;Odd;Left;Left;2,165633
60;09;1,053544;1;8;Even;Right;Right;1,04216
61;09;1,251219;1;2;Even;Right;Right;1,241985
62;09;1,285626;1;9;Odd;Left;Left;1,22813
64;09;1,068308;1;3;Odd;Left;Left;1,058352
65;09;1,034869;1;1;Odd;Left;Left;1,024377
66;09;1,952489;1;8;Even;Right;Right;1,943297
67;09;1,028421;1;2;Even;Right;Right;1,017954
68;09;0,9484145;1;7;Odd;Left;Left;0,9365237
