Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;28;1,498159;2;3;Odd;Right;Right;0,4691863
2;28;1,248697;2;8;Even;Left;Left;0,6679502
3;28;1,120816;2;1;Odd;Right;Right;0,3149693
4;28;1,028568;2;9;Odd;Right;Right;0,3925111
5;28;1,06775;2;7;Odd;Right;Right;0,3791511
6;28;1,336689;2;4;Even;Left;Left;0,6179171
7;28;1,072054;2;6;Even;Left;Left;0,3944023
8;28;1,397519;2;2;Even;Left;Left;0,6344733
10;28;0,926452;2;7;Odd;Right;Right;0,3400766
11;28;0,9305831;2;1;Odd;Right;Right;0,3695647
12;28;2,099469;2;6;Even;Left;Left;1,261479
13;28;1,314001;2;8;Even;Left;Left;0,6344522
14;28;1,233559;2;9;Odd;Right;Right;0,4195586
15;28;1,072339;2;3;Odd;Right;Right;0,3782248
16;28;1,87507;2;2;Even;Left;Right;0,5806309
17;28;1,966027;2;4;Even;Left;Left;1,061056
19;28;1,161768;2;6;Even;Left;Left;0,5379103
20;28;1,042796;2;8;Even;Left;Left;0,4628112
21;28;1,296834;2;4;Even;Left;Left;0,6825661
22;28;1,030196;2;7;Odd;Right;Right;0,394065
23;28;1,195978;2;1;Odd;Right;Right;0,3559422
24;28;0,9497484;2;3;Odd;Right;Right;0,2878436
25;28;1,160882;2;9;Odd;Right;Right;1,149691
26;28;1,619738;2;2;Even;Left;Left;0,815363
28;28;1,00666;2;9;Odd;Right;Right;0,3146449
29;28;1,00389;2;1;Odd;Right;Right;0,3576868
30;28;0,9172704;2;3;Odd;Right;Right;0,3247657
31;28;3,235659;2;6;Even;Left;Left;3,225648
32;28;1,195399;2;7;Odd;Right;Right;1,183926
33;28;1,114058;2;8;Even;Left;Left;0,4241412
34;28;1,450068;2;4;Even;Left;Left;1,4412
35;28;1,732496;2;2;Even;Left;Left;1,721981
37;28;1,622973;2;3;Odd;Right;Right;0,6527574
38;28;1,037794;2;7;Odd;Right;Right;0,4797676
39;28;1,275089;2;4;Even;Left;Left;0,7374878
40;28;1,18435;2;8;Even;Left;Left;0,4239571
41;28;1,116896;2;9;Odd;Right;Right;0,3571778
42;28;1,373751;2;6;Even;Left;Left;0,6362866
43;28;1,17395;2;2;Even;Left;Right;0,380215
44;28;1,228202;2;1;Odd;Right;Right;0,4121115
46;28;0,9714799;2;6;Even;Left;Left;0,3492538
47;28;1,110312;2;1;Odd;Right;Right;0,3864589
48;28;1,016378;2;7;Odd;Right;Right;0,3240709
49;28;1,217027;2;2;Even;Left;Left;0,6586713
50;28;1,117553;2;3;Odd;Right;Right;0,3129424
51;28;1,398359;2;4;Even;Left;Left;0,5607884
52;28;1,237402;2;9;Odd;Right;Right;0,3562054
53;28;1,831532;2;8;Even;Left;Left;1,073861
55;28;1,261807;2;6;Even;Left;Left;0,6032882
56;28;0,9155048;2;7;Odd;Right;Right;0,3464589
57;28;1,384602;2;2;Even;Left;Left;0,6256353
58;28;1,160869;2;4;Even;Left;Left;0,3683012
59;28;1,396604;2;8;Even;Left;Left;0,6817907
60;28;1,333916;2;9;Odd;Right;Right;0,6269034
61;28;1,976231;2;3;Odd;Right;Right;0,4033939
62;28;1,094519;2;1;Odd;Right;Right;0,8710843
64;28;1,441232;2;2;Even;Left;Left;0,7043894
65;28;1,596989;2;4;Even;Left;Left;0,9376319
66;28;1,252531;2;6;Even;Left;Left;0,5613425
67;28;0,9937611;2;1;Odd;Right;Right;0,3909893
68;28;0,9813026;2;8;Even;Left;Right;0,3236876
69;28;1,090631;2;7;Odd;Right;Right;0,3758351
70;28;1,017662;2;9;Odd;Right;Right;0,3354868
71;28;1,082458;2;3;Odd;Right;Right;0,3693233
73;28;1,117451;2;2;Even;Left;Left;0,6154042
74;28;1,38002;2;3;Odd;Right;Right;0,3651372
75;28;1,330198;2;4;Even;Left;Left;0,5967412
76;28;1,21808;2;7;Odd;Right;Right;0,3163495
77;28;0,9818667;2;9;Odd;Right;Right;0,3232194
78;28;1,361298;2;6;Even;Left;Left;0,6223707
79;28;1,014256;2;1;Odd;Right;Right;0,2910023
80;28;1,15167;2;8;Even;Left;Left;0,414409
82;28;1,116209;2;1;Odd;Right;Right;0,2662517
83;28;0,9156325;2;7;Odd;Right;Right;0,3364689
84;28;1,260514;2;3;Odd;Right;Left;1,245442
85;28;0,9839131;2;2;Even;Left;Right;0,9726563
86;28;1,709435;2;6;Even;Left;Left;1,161461
87;28;0,9197864;2;8;Even;Left;Left;0,2843208
88;28;1,194308;2;4;Even;Left;Left;0,3574763
89;28;1,03406;2;9;Odd;Right;Right;0,3802126
91;28;0,9529083;2;7;Odd;Right;Right;0,3595995
92;28;0,9007795;2;8;Even;Left;Right;0,3428975
93;28;1,233362;2;3;Odd;Right;Right;0,380408
94;28;1,184213;2;9;Odd;Right;Right;0,3574944
95;28;1,496764;2;6;Even;Left;Left;0,916266
96;28;1,183439;2;4;Even;Left;Left;0,6803385
97;28;0,9382218;2;1;Odd;Right;Right;0,3465084
98;28;1,570975;2;2;Even;Left;Left;1,558042
100;28;1,661552;2;1;Odd;Right;Right;0,7119454
101;28;1,75539;2;3;Odd;Right;Left;0,9409291
102;28;1,12324;2;2;Even;Left;Left;0,3369063
103;28;1,496503;2;4;Even;Left;Right;0,7163759
104;28;0,7810163;2;9;Odd;Right;Right;0,2009529
105;28;0,8564259;2;8;Even;Left;Left;0,3554848
106;28;0,9842001;2;6;Even;Left;Left;0,3238936
107;28;1,117297;2;7;Odd;Right;Right;0,4049767
109;28;1,004904;2;2;Even;Left;Left;0,2696177
110;28;0,9950174;2;3;Odd;Right;Right;0,3134161
111;28;0,9176965;2;9;Odd;Right;Right;0,3486102
112;28;1,261073;2;4;Even;Left;Left;0,6129887
113;28;1,240345;2;1;Odd;Right;Right;0,5609528
114;28;2,099078;2;6;Even;Left;Right;1,016243
115;28;1,408595;2;8;Even;Left;Left;0,6047938
116;28;1,160384;2;7;Odd;Right;Right;0,3788176
118;28;1,218244;2;9;Odd;Right;Right;0,4356694
119;28;1,096514;2;3;Odd;Right;Right;0,4270967
120;28;2,612748;2;8;Even;Left;Left;1,965088
121;28;0,7648264;2;7;Odd;Right;Right;0,424298
122;28;1,077638;2;1;Odd;Right;Right;0,4413072
123;28;1,215699;2;4;Even;Left;Left;0,6014557
124;28;1,517995;2;2;Even;Left;Left;0,6023175
125;28;1,140355;2;6;Even;Left;Left;0,5158968
127;28;0,9956359;2;9;Odd;Right;Right;0,3255292
128;28;2,61349;2;1;Odd;Right;Right;2,043976
129;28;1,451846;2;3;Odd;Right;Right;0,6589728
130;28;1,338996;2;8;Even;Left;Left;0,6246768
131;28;1,810771;2;2;Even;Left;Left;0,5942196
132;28;0,915486;2;6;Even;Left;Left;0,3462228
133;28;1,030711;2;4;Even;Left;Left;0,4351801
134;28;1,204355;2;7;Odd;Right;Right;0,5596138

