Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;27;1,372997;1;2;Even;Right;Right;0,4591023
2;27;1,910716;1;7;Odd;Left;Left;1,55348
3;27;1,296077;1;3;Odd;Left;Left;0,7606277
4;27;1,083638;1;1;Odd;Left;Left;0,4794172
5;27;1,246417;1;4;Even;Right;Right;0,4955719
6;27;0,9706467;1;8;Even;Right;Right;0,3801591
7;27;0,8817929;1;6;Even;Right;Right;0,870582
8;27;1,116851;1;9;Odd;Left;Left;0,3341103
10;27;1,105929;1;6;Even;Right;Right;1,094503
11;27;1,250975;1;7;Odd;Left;Left;0,6142164
12;27;1,263397;1;2;Even;Right;Right;0,3930783
13;27;1,154434;1;1;Odd;Left;Left;0,4645109
14;27;1,083155;1;9;Odd;Left;Left;0,4229936
15;27;1,254085;1;8;Even;Right;Right;0,5176325
16;27;1,294655;1;4;Even;Right;Right;1,283544
17;27;1,118593;1;3;Odd;Left;Left;0,413577
19;27;1,05979;1;4;Even;Right;Right;0,3026974
20;27;1,018416;1;8;Even;Right;Right;0,3461927
21;27;2,858625;1;9;Odd;Left;Left;2,235863
22;27;1,207423;1;6;Even;Right;Right;0,3355915
23;27;2,255281;1;3;Odd;Left;Left;1,361317
24;27;2,2353;1;2;Even;Right;Right;1,241684
25;27;1,208192;1;1;Odd;Left;Left;0,580711
26;27;1,21458;1;7;Odd;Left;Right;0,5794693
28;27;2,588458;1;4;Even;Right;Right;1,048756
29;27;1,138688;1;1;Odd;Left;Left;0,4011139
30;27;2,514008;1;7;Odd;Left;Left;1,563424
31;27;1,304226;1;9;Odd;Left;Left;0,6677122
32;27;1,293901;1;3;Odd;Left;Left;0,5558025
33;27;1,418838;1;8;Even;Right;Right;0,5150951
34;27;1,195835;1;2;Even;Right;Right;0,4573305
35;27;1,238986;1;6;Even;Right;Right;0,4217454
37;27;1,174352;1;1;Odd;Left;Left;0,5369984
38;27;1,284031;1;8;Even;Right;Right;0,4667204
39;27;1,060197;1;6;Even;Right;Right;0,4260655
40;27;1,149387;1;3;Odd;Left;Left;0,4101824
41;27;1,205733;1;7;Odd;Left;Right;0,4687105
42;27;1,819554;1;2;Even;Right;Right;0,9610535
43;27;1,599779;1;4;Even;Right;Right;0,3365296
44;27;1,504332;1;9;Odd;Left;Left;0,6890608
46;27;1,172818;1;2;Even;Right;Right;0,4255838
47;27;1,795513;1;6;Even;Right;Left;0,9936592
